Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Quitinete;Centro;1;0;0;29;1200.0;325;0
Apartamento;Vila Isabel;2;1;0;60;1200.0;550;76
Apartamento;Tijuca;1;0;0;45;1300.0;400;0
Apartamento;Lagoa;2;1;1;93;2700.0;1624;285
Apartamento;Cachambi;2;1;0;57;1500.0;554;13
Casa;Campo Grande;2;4;0;60;1600.0;0;0
Apartamento;Recreio dos Bandeirantes;2;1;2;106;1600.0;545;0
Apartamento;Grajaú;2;0;0;50;1150.0;454;0
Apartamento;Barra da Tijuca;3;2;1;126;4500.0;1850;3795
Apartamento;Ipanema;2;1;2;85;10000.0;3900;300
Casa;Recreio dos Bandeirantes;3;20;1;100;8000.0;0;0
Apartamento;Tijuca;1;0;0;45;1000.0;440;0
Apartamento;Andaraí;3;2;0;80;1797.0;651;70
Apartamento;Engenho Novo;2;1;0;52;1200.0;379;7
Apartamento;Barra da Tijuca;3;2;1;160;3800.0;1430;4213
Apartamento;Barra da Tijuca;2;1;1;66;2400.0;1126;170
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;2700.0;1140;208
Apartamento;Engenho Novo;3;0;0;95;900.0;250;15
Apartamento;Barra da Tijuca;2;1;1;104;3800.0;6552570;655
Apartamento;Copacabana;3;1;0;100;4000.0;1175;136
Casa de Vila;Quintino Bocaiúva;1;0;0;34;600.0;0;0
Apartamento;Leblon;1;1;0;50;3200.0;1850;215
Apartamento;Recreio dos Bandeirantes;3;2;1;194;2400.0;2200;339
Apartamento;Leblon;3;1;1;110;4900.0;980;370
Apartamento;Lins de Vasconcelos;2;1;0;60;1150.0;530;36
Apartamento;Barra da Tijuca;4;2;1;139;5000.0;2724;510
Apartamento;Freguesia (Jacarepaguá);2;2;1;80;1350.0;760;108
Casa de Condomínio;Vargem Grande;3;3;1;115;2250.0;880;120
Apartamento;Tijuca;4;2;1;188;2000.0;2000;3090
Apartamento;Barra da Tijuca;2;1;1;80;3000.0;1067;469
Apartamento;Ipanema;1;1;1;80;5500.0;1200;260
Apartamento;Ipanema;3;1;1;130;7500.0;1797;413
Apartamento;Cascadura;3;1;0;120;1200.0;200;55
Apartamento;Barra da Tijuca;3;2;1;110;3000.0;1400;2710
Apartamento;Leblon;2;1;1;100;3400.0;1400;430
Apartamento;São Cristóvão;3;0;0;60;1300.0;400;114
Apartamento;Barra da Tijuca;2;1;2;93;2300.0;1300;281
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1750.0;800;139
Apartamento;Ipanema;2;1;0;70;4000.0;614;150
Apartamento;Centro;2;0;0;79;1900.0;500;35
Apartamento;Ipanema;2;1;0;75;4000.0;850;222
Apartamento;Méier;2;1;0;74;1100.0;550;700
Apartamento;Tijuca;2;1;0;65;1900.0;750;70
Apartamento;Botafogo;3;2;1;113;4600.0;1165;0
Apartamento;Leme;1;0;0;50;2500.0;600;0
Apartamento;Pechincha;2;1;0;60;900.0;280;10
Apartamento;Ramos;1;0;0;58;900.0;0;0
Apartamento;Recreio dos Bandeirantes;3;2;0;220;3400.0;0;0
Apartamento;Barra da Tijuca;2;1;2;93;2700.0;1313;0
Apartamento;Campo Grande;2;1;1;53;1100.0;370;0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;500;0
Casa;Bangu;2;0;0;75;850.0;0;0
Apartamento;Bonsucesso;3;0;0;95;1200.0;550;0
Apartamento;Barra da Tijuca;2;1;1;85;2300.0;1103;167
Apartamento;Barra da Tijuca;3;2;1;141;4000.0;1590;0
Apartamento;Barra da Tijuca;2;1;1;98;2900.0;1100;190
Apartamento;Humaitá;3;1;1;95;3800.0;800;220
Apartamento;Barra da Tijuca;4;3;4;282;10000.0;3826;700
Apartamento;Tijuca;3;2;1;150;2800.0;1400;222
Apartamento;Leblon;3;1;0;88;3500.0;1235;204
Apartamento;Copacabana;3;1;1;180;8500.0;1296;305
Casa;Campo Grande;2;5;0;75;1050.0;0;0
Apartamento;Copacabana;3;2;1;114;5000.0;1400;375
Apartamento;Ipanema;2;0;0;80;3800.0;1200;100
Apartamento;Leblon;2;1;0;75;3600.0;1100;255
Apartamento;Curicica;2;1;0;50;1400.0;450;150
Quitinete;Copacabana;1;0;0;20;2200.0;0;0
Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980;593
Apartamento;Centro;1;0;0;34;1000.0;454;25
Apartamento;Maracanã;2;0;0;72;1900.0;305;51
Apartamento;Irajá;2;0;0;42;800.0;238;0
Apartamento;Vila da Penha;2;1;0;60;1000.0;150;0
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2200.0;1003;0
Casa;Pechincha;5;5;2;420;4500.0;0;0
Apartamento;Copacabana;1;0;0;42;2100.0;500;67
Apartamento;Olaria;2;0;0;54;900.0;250;0
Apartamento;Méier;2;1;0;74;1000.0;564;13
Apartamento;Tijuca;2;0;0;73;1200.0;700;30
Apartamento;Copacabana;3;1;2;180;5600.0;1400;700
Apartamento;Engenho de Dentro;2;1;0;60;1100.0;495;13
Apartamento;Maracanã;2;0;1;64;1700.0;814;0
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;951;171
Apartamento;Freguesia (Jacarepaguá);3;2;2;132;2500.0;984;2233
Apartamento;Copacabana;3;1;1;139;7000.0;2900;320
Apartamento;Copacabana;2;0;0;90;3000.0;800;159
Apartamento;Tijuca;3;1;0;90;2300.0;747;0
Flat;Ipanema;2;1;1;80;4990.0;2800;555
Apartamento;Barra da Tijuca;2;1;1;70;1550.0;759;120
Apartamento;São Cristóvão;3;0;0;70;1200.0;350;34
Apartamento;Vila Isabel;3;1;0;66;1500.0;680;53
Apartamento;Copacabana;2;0;1;70;2000.0;600;60
Apartamento;Copacabana;2;0;1;76;4000.0;600;0
Apartamento;Ipanema;1;0;1;50;2400.0;500;1200
Apartamento;Engenho Novo;2;0;0;66;990.0;440;35
Apartamento;Tijuca;2;0;0;68;1700.0;604;84
Apartamento;Catete;2;0;0;75;3200.0;435;85
Apartamento;Copacabana;2;0;0;74;1400.0;1134;135
Apartamento;Copacabana;3;1;1;140;5000.0;1300;0
Apartamento;Barra da Tijuca;2;2;0;98;2800.0;800;260
Apartamento;Ipanema;3;1;0;110;5300.0;1200;300
Apartamento;Vila Isabel;1;1;0;30;1100.0;620;0
Apartamento;Copacabana;3;1;1;150;4000.0;1500;315
Apartamento;Santíssimo;2;1;0;55;650.0;100;0
Apartamento;Ipanema;3;1;1;120;4000.0;1600;370
Casa;Campo Grande;2;0;0;70;560.0;240;0
Apartamento;São Conrado;2;1;1;79;1700.0;1105;190
Apartamento;Tijuca;1;0;0;40;1100.0;534;25
Casa;Recreio dos Bandeirantes;4;3;1;298;8000.0;0;3208
Apartamento;Barra da Tijuca;3;2;1;118;3400.0;1362;413
Apartamento;Flamengo;2;1;1;89;2650.0;996;170
Apartamento;Recreio dos Bandeirantes;2;1;1;105;2300.0;6485;156
Apartamento;Barra da Tijuca;5;2;1;148;4200.0;2056;2075
Apartamento;Copacabana;2;0;0;78;2600.0;610;124
Quitinete;Copacabana;1;0;0;25;1950.0;310;25
Casa de Condomínio;Barra da Tijuca;3;2;3;450;8500.0;850;5863
Apartamento;Barra da Tijuca;2;1;2;101;3100.0;1540;302
Apartamento;Ipanema;3;1;1;121;3900.0;1700;326
Apartamento;Barra da Tijuca;3;2;1;125;2600.0;1605;341
Apartamento;Botafogo;2;1;1;93;2000.0;1300;170
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850;340
Apartamento;Leme;1;0;0;44;1300.0;560;69
Apartamento;Copacabana;2;0;1;80;2900.0;980;190
Apartamento;Pechincha;3;1;0;153;2200.0;1100;1953
Casa;Lins de Vasconcelos;2;1;0;80;850.0;520;12
Casa;Rocha Miranda;1;0;0;55;800.0;0;0
Apartamento;Botafogo;2;1;1;80;3300.0;717;142
Apartamento;Barra da Tijuca;2;2;1;144;2200.0;1700;0
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1700.0;861;0
Apartamento;São Conrado;2;1;1;78;2600.0;1100;2600
Apartamento;Leblon;3;1;1;107;7000.0;1794;250
Apartamento;Leblon;1;0;0;50;1900.0;780;0
Apartamento;Todos os Santos;2;0;1;47;1400.0;400;13
Apartamento;Barra da Tijuca;3;2;1;120;2900.0;1500;310
Apartamento;Copacabana;3;1;1;140;5000.0;1500;250
Apartamento;Tijuca;1;0;0;59;1250.0;500;0
Casa;Irajá;2;0;0;70;1100.0;0;0
Apartamento;Gávea;2;1;1;95;4000.0;1000;280
Apartamento;Curicica;2;1;0;46;1300.0;500;13
Apartamento;Jardim Guanabara;5;3;2;185;4000.0;988;176
Apartamento;Vila Isabel;2;0;1;85;1500.0;380;82
Apartamento;Anil;1;1;0;40;1100.0;320;13
Apartamento;Copacabana;1;0;0;42;1800.0;460;78
Apartamento;Leblon;4;2;1;160;4500.0;1348;350
Apartamento;Freguesia (Jacarepaguá);3;1;1;78;1800.0;680;125
Apartamento;Méier;2;0;0;50;750.0;350;0
Apartamento;Centro;1;0;0;35;1100.0;340;20
Apartamento;Anil;2;1;1;60;1200.0;125;0
Apartamento;Copacabana;3;1;1;160;3800.0;1560;300
Apartamento;Maracanã;3;2;1;110;1350.0;1286;0
Apartamento;Penha;2;1;0;120;850.0;400;0
Apartamento;Jardim Botânico;2;0;0;90;3950.0;530;70
Apartamento;Copacabana;3;1;1;150;3500.0;1130;0
Casa de Condomínio;Freguesia (Jacarepaguá);3;2;1;143;2600.0;725;171
Apartamento;Barra da Tijuca;3;2;1;150;4500.0;1300;440
Quitinete;Vila Isabel;1;0;0;16;980.0;80;0
Apartamento;Gávea;3;1;1;148;6000.0;900;2300
Apartamento;Pechincha;2;1;1;64;1400.0;708;1011
Apartamento;Barra da Tijuca;3;1;1;86;3000.0;1100;120
Apartamento;Leblon;3;2;1;130;8000.0;1700;600
Apartamento;Copacabana;1;0;0;40;2000.0;620;30
Apartamento;Pechincha;3;1;1;85;1000.0;982;1100
Apartamento;Flamengo;1;1;0;50;2200.0;682;22
Apartamento;Recreio dos Bandeirantes;4;2;2;118;2900.0;1000;200
Apartamento;Barra da Tijuca;3;2;1;120;5491.0;0;0
Apartamento;Lagoa;2;0;0;70;2100.0;860;253
Apartamento;Maracanã;2;0;0;66;1500.0;650;20
Apartamento;São Conrado;4;3;1;200;5450.0;2043;52
Casa;Maracanã;3;0;0;105;1700.0;0;90
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;1000;0
Apartamento;Tijuca;2;1;0;56;1500.0;520;49
Apartamento;Tijuca;3;0;0;80;1800.0;760;119
Apartamento;Rio Comprido;2;1;0;65;1300.0;917;0
Apartamento;Leblon;2;1;0;82;4800.0;780;0
Flat;Ipanema;1;1;0;50;2500.0;2100;333
Apartamento;Copacabana;1;0;0;30;1800.0;454;53
Apartamento;Vila Isabel;2;1;0;60;1150.0;444;0
Flat;Recreio dos Bandeirantes;2;1;0;58;2500.0;884;0
Apartamento;Ipanema;3;2;2;177;10000.0;2800;603
Apartamento;Sampaio;2;1;0;58;1100.0;160;0
Apartamento;Freguesia (Jacarepaguá);2;1;1;68;1600.0;793;837
Apartamento;Jardim Carioca;2;0;0;45;1300.0;100;0
Flat;Ipanema;2;1;1;90;10000.0;4000;582
Apartamento;Tanque;3;1;1;93;1300.0;866;0
Apartamento;Rio Comprido;2;0;0;90;1750.0;225;0
Apartamento;Vila da Penha;1;0;0;35;500.0;0;0
Casa de Vila;Cascadura;1;0;0;36;750.0;0;0
Apartamento;Barra da Tijuca;4;2;3;160;5500.0;2160;0
Apartamento;Barra da Tijuca;4;0;1;120;3000.0;2267;307
Apartamento;Laranjeiras;2;1;0;87;2600.0;832;128
Apartamento;Recreio dos Bandeirantes;5;4;4;700;9000.0;3000;2500
Apartamento;Ipanema;3;1;0;110;3500.0;1240;0
Apartamento;Barra da Tijuca;1;1;0;30;1500.0;475;89
Casa de Vila;Maracanã;2;0;0;65;1600.0;0;0
Quitinete;Copacabana;1;0;0;30;1000.0;425;29
Apartamento;Laranjeiras;3;1;0;150;4200.0;1070;42
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1400.0;495;0
Apartamento;Copacabana;2;1;1;160;4100.0;1100;265
Apartamento;Leblon;2;0;0;65;2500.0;643;0
Apartamento;Leblon;2;1;1;80;3500.0;850;253
Casa de Vila;Ramos;3;1;0;90;1500.0;0;0
Apartamento;Catete;2;1;0;70;2160.0;766;114
Casa de Condomínio;Barra da Tijuca;4;4;3;622;10000.0;1380;1486
Casa de Condomínio;Barra da Tijuca;4;4;3;431;8500.0;2134;1471
Apartamento;Vaz Lobo;2;0;0;70;600.0;202;0
Quitinete;Centro;1;0;0;22;900.0;350;24
Apartamento;Gávea;2;0;0;40;1800.0;310;30
Apartamento;Botafogo;1;1;0;70;2100.0;872;162
Apartamento;Gávea;2;1;0;60;2300.0;880;0
Apartamento;Lagoa;4;1;1;312;8000.0;3160;1184
Apartamento;Ipanema;2;0;0;80;3900.0;600;120
Apartamento;Ipanema;3;1;1;165;8400.0;1900;400
Apartamento;Tijuca;1;0;0;48;1200.0;310;47
Casa;Quintino Bocaiúva;2;1;0;55;1000.0;17;0
Apartamento;Barra da Tijuca;1;2;1;65;3500.0;1600;250
Apartamento;Cachambi;2;1;0;72;2100.0;601;39
Quitinete;Copacabana;1;0;0;33;900.0;800;30
Apartamento;Freguesia (Jacarepaguá);2;1;1;56;1400.0;560;73
Apartamento;Copacabana;3;2;1;200;6000.0;1700;485
Apartamento;Barra da Tijuca;2;1;1;74;2000.0;1000;180
Apartamento;Copacabana;3;0;0;136;3900.0;900;321
Apartamento;Recreio dos Bandeirantes;2;3;2;194;5000.0;1700;782
Apartamento;Barra da Tijuca;2;1;1;85;2400.0;1435;179
Apartamento;Flamengo;1;0;0;44;1500.0;450;70
Apartamento;Alto da Boa Vista;3;1;1;190;1850.0;1375;190
Apartamento;Pechincha;2;0;0;45;600.0;350;0
Apartamento;Lins de Vasconcelos;1;1;0;44;800.0;435;14
Apartamento;Barra da Tijuca;3;2;1;100;2800.0;1485;2600
Apartamento;Barra da Tijuca;3;1;1;94;2100.0;1300;118
Apartamento;Recreio dos Bandeirantes;3;2;1;188;3000.0;1346;0
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1500.0;580;0
Apartamento;Copacabana;2;1;0;61;2700.0;1105;135
Apartamento;Recreio dos Bandeirantes;3;3;0;130;2800.0;890;280
Casa;Moneró;5;2;1;278;3500.0;0;3997
Apartamento;Leblon;2;1;1;80;3500.0;1260;450
Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;250;4000.0;1450;1600
Casa;Braz de Pina;3;2;0;90;2000.0;0;296
Apartamento;Todos os Santos;2;0;0;50;900.0;0;7
Apartamento;Tijuca;3;1;0;120;1400.0;699;150
Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1800.0;750;80
Apartamento;Recreio dos Bandeirantes;2;2;2;78;2200.0;530;210
Apartamento;Ipanema;2;0;0;85;4000.0;900;0
Apartamento;São Conrado;2;2;2;90;2800.0;1150;150
Apartamento;Recreio dos Bandeirantes;2;2;1;92;1700.0;730;200
Apartamento;Flamengo;2;0;0;93;4500.0;630;150
Apartamento;Recreio dos Bandeirantes;3;2;2;120;2400.0;1159;250
Apartamento;Recreio dos Bandeirantes;3;2;1;110;1500.0;947;240
Quitinete;Botafogo;1;0;0;21;900.0;350;24
Apartamento;Copacabana;3;0;1;101;3300.0;1250;1605
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1200.0;1010;161
Apartamento;Taquara;2;1;0;65;850.0;700;0
Apartamento;Grajaú;3;0;0;78;1200.0;690;0
Apartamento;Botafogo;1;0;0;24;2000.0;481;25
Flat;Jacarepaguá;1;1;0;40;1200.0;1000;126
Quitinete;Grajaú;1;0;0;30;900.0;590;20
Apartamento;Tijuca;1;1;0;52;1500.0;505;21
Apartamento;Cascadura;3;1;1;100;1300.0;0;0
Apartamento;Praça Seca;2;0;0;58;800.0;350;0
Apartamento;Copacabana;1;0;0;35;1700.0;440;58
Apartamento;Ipanema;3;1;1;115;6500.0;1700;230
Apartamento;Engenho Novo;1;0;0;45;800.0;460;0
Apartamento;Humaitá;3;0;1;90;3000.0;780;107
Apartamento;Grajaú;2;1;0;67;1300.0;540;25
Apartamento;Vargem Grande;2;1;1;70;1200.0;555;0
Flat;Barra da Tijuca;1;1;0;54;2300.0;1735;290
Quitinete;Copacabana;1;0;0;25;1000.0;545;30
Apartamento;Botafogo;2;1;1;80;2460.0;880;196
Apartamento;Curicica;2;1;2;61;1380.0;647;73
Apartamento;Barra da Tijuca;2;1;1;96;3500.0;750;0
Apartamento;Copacabana;3;0;0;105;4000.0;930;125
Apartamento;Taquara;3;1;0;60;800.0;459;20
Apartamento;Engenho Novo;3;0;0;50;1100.0;0;0
Apartamento;Copacabana;1;0;1;40;1900.0;900;69
Apartamento;Ipanema;2;0;0;60;4000.0;500;120
Apartamento;Copacabana;1;0;0;60;2300.0;400;30
Apartamento;Jardim Oceânico;4;4;4;423;7000.0;2153;1482
Apartamento;Ipanema;2;0;0;76;2000.0;672;0
Apartamento;Copacabana;1;0;0;50;2000.0;0;0
Quitinete;Copacabana;1;0;0;40;1550.0;420;133
Apartamento;Vila Isabel;2;1;0;61;1300.0;760;20
Apartamento;São Conrado;1;1;1;55;2970.0;960;190
Apartamento;Grajaú;2;0;0;67;1400.0;420;0
Apartamento;Copacabana;3;1;1;220;4500.0;1475;240
Apartamento;Leblon;4;2;1;150;8000.0;0;0
Apartamento;Campo Grande;2;1;0;55;1300.0;570;0
Apartamento;Península;3;2;3;155;5700.0;1580;0
Apartamento;Leme;2;0;0;75;2800.0;918;0
Apartamento;Jardim Oceânico;3;2;1;165;4700.0;1320;490
Apartamento;Barra da Tijuca;3;2;1;125;3500.0;1727;299
Apartamento;Freguesia (Jacarepaguá);3;1;1;64;1700.0;680;82
Quitinete;Tijuca;1;0;0;24;1000.0;380;20
Apartamento;Recreio dos Bandeirantes;4;2;1;160;1900.0;930;150
Apartamento;Centro;1;0;0;43;1400.0;420;47
Apartamento;Copacabana;3;1;1;140;5000.0;1496;0
Apartamento;Pilares;2;0;0;60;500.0;280;20
Apartamento;Botafogo;3;2;1;116;3500.0;1674;254
Casa;Pavuna;2;1;0;46;600.0;250;0
Apartamento;Vidigal;3;2;1;250;4500.0;1600;551
Flat;Barra da Tijuca;2;1;1;74;8500.0;1400;400
Apartamento;Ipanema;3;0;3;80;5000.0;800;220
Apartamento;Pechincha;2;1;1;69;1200.0;704;83
Apartamento;Centro;1;0;0;25;850.0;223;24
Apartamento;Barra da Tijuca;2;1;0;92;2650.0;1629;590
Apartamento;Humaitá;3;1;1;105;4200.0;700;700
Apartamento;Copacabana;3;1;1;110;3600.0;1550;0
Apartamento;Copacabana;3;2;1;160;4500.0;920;229
Apartamento;Campo Grande;2;2;1;120;2000.0;490;0
Apartamento;Jardim Guanabara;1;1;0;30;1000.0;450;24
Apartamento;Barra da Tijuca;4;3;4;290;10000.0;4400;0
Apartamento;Bangu;2;1;1;55;1200.0;0;2
Apartamento;Jardim Botânico;2;2;2;90;4500.0;1410;338
Apartamento;Freguesia (Jacarepaguá);3;1;1;98;1900.0;1000;139
Apartamento;Botafogo;3;1;0;205;6000.0;2000;300
Apartamento;Penha;2;0;0;90;700.0;180;0
Apartamento;Copacabana;1;0;1;60;2200.0;400;25
Apartamento;Flamengo;2;1;0;83;2800.0;810;174
Apartamento;Barra da Tijuca;4;2;2;230;6300.0;2200;230
Apartamento;Barra da Tijuca;3;2;3;127;4700.0;1500;200
Apartamento;Barra da Tijuca;3;2;3;150;5000.0;800;520
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;2200.0;1150;126
Apartamento;Copacabana;3;1;1;138;4500.0;1800;185
Apartamento;Lagoa;2;1;1;83;4500.0;897;163
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;690;40
Quitinete;Flamengo;1;0;0;30;1500.0;280;29
Apartamento;Barra da Tijuca;3;2;1;150;2500.0;1500;398
Apartamento;Ipanema;5;3;1;300;8500.0;2000;1000
Apartamento;Recreio dos Bandeirantes;4;2;1;200;2950.0;1000;350
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1350;374
Apartamento;Barra da Tijuca;2;1;1;76;2300.0;997;0
Apartamento;Recreio dos Bandeirantes;2;1;2;55;1500.0;900;100
Apartamento;Barra da Tijuca;4;3;4;233;9000.0;3000;5063
Apartamento;Gávea;2;1;0;87;3700.0;1100;1430
Apartamento;Barra da Tijuca;3;2;1;76;1300.0;876;0
Apartamento;Leblon;3;1;1;108;3900.0;1141;406
Apartamento;Moneró;2;0;0;55;1200.0;350;0
Casa;Freguesia (Jacarepaguá);3;4;1;318;4500.0;0;353
Apartamento;Santa Teresa;2;0;0;60;1700.0;400;12
Apartamento;Tijuca;2;0;0;51;1800.0;250;0
Apartamento;Barra da Tijuca;3;2;2;120;3500.0;1068;0
Apartamento;Laranjeiras;1;0;0;90;2600.0;730;100
Apartamento;Flamengo;3;1;1;250;7000.0;1636;550
Apartamento;Leblon;3;2;1;140;8000.0;2500;4400
Apartamento;Madureira;3;0;0;90;1350.0;95;0
Apartamento;Barra da Tijuca;3;2;3;220;5000.0;2550;680
Apartamento;Leblon;3;1;1;125;9500.0;1900;435
Apartamento;Copacabana;2;0;1;90;3000.0;1150;141
Apartamento;Recreio dos Bandeirantes;3;2;1;95;1600.0;600;1700
Apartamento;Riachuelo;2;1;1;60;1500.0;350;0
Apartamento;Jacarepaguá;2;1;1;90;1991.0;1250;1500
Apartamento;Jardim Botânico;2;1;1;90;3600.0;1200;170
Apartamento;Jardim Botânico;3;2;0;104;4000.0;1200;328
Apartamento;Laranjeiras;3;2;1;140;3300.0;1462;336
Apartamento;Recreio dos Bandeirantes;3;3;3;128;3500.0;583;0
Apartamento;Rio Comprido;2;1;0;70;1500.0;0;600
Apartamento;Praça Seca;2;1;0;47;750.0;252;13
Loft;Copacabana;1;1;0;39;5500.0;550;0
Apartamento;Recreio dos Bandeirantes;3;1;1;82;1890.0;680;142
Apartamento;Pilares;3;0;0;65;1200.0;350;130
Apartamento;Tijuca;3;0;0;92;1500.0;645;85
Apartamento;Ipanema;1;0;0;40;1200.0;640;29
Apartamento;Laranjeiras;3;2;1;110;3700.0;900;0
Apartamento;Tijuca;1;1;1;40;1600.0;493;0
Apartamento;Barra da Tijuca;4;2;2;282;10000.0;2200;450
Apartamento;Taquara;2;1;0;50;1100.0;570;13
Apartamento;Ipanema;3;1;1;190;7500.0;1540;0
Apartamento;Tijuca;4;2;2;182;2500.0;1620;297
Apartamento;Barra da Tijuca;1;1;1;45;2800.0;1180;240
Apartamento;Barra da Tijuca;3;1;0;127;5000.0;2570;683
Flat;Botafogo;1;1;0;40;2900.0;1071;102
Apartamento;Barra da Tijuca;2;1;1;100;5000.0;2500;550
Apartamento;Pilares;2;0;0;70;750.0;186;15
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;650;80
Apartamento;Barra da Tijuca;3;3;3;150;5000.0;1100;220
Casa de Condomínio;São Conrado;4;2;1;240;6500.0;2200;3400
Casa;Vila da Penha;1;0;0;45;800.0;0;0
Apartamento;Leblon;2;2;2;234;10000.0;3250;6400
Casa;Santa Teresa;2;0;0;60;1400.0;0;56
Apartamento;Leme;2;1;1;86;2500.0;821;147
Apartamento;Ipanema;3;2;1;117;6300.0;2200;387
Apartamento;São Conrado;4;2;2;206;3500.0;1650;0
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1413;0
Apartamento;Barra da Tijuca;1;1;1;70;2500.0;1400;347
Apartamento;Recreio dos Bandeirantes;3;1;1;90;1800.0;853;145
Apartamento;Leblon;4;2;4;200;9500.0;2710;0
Apartamento;Catete;3;1;1;90;3800.0;1300;210
Apartamento;Guaratiba;2;1;0;55;600.0;250;0
Apartamento;Botafogo;1;0;0;25;2000.0;0;0
Apartamento;Copacabana;1;0;1;41;2200.0;630;0
Apartamento;Freguesia (Jacarepaguá);2;1;0;65;1300.0;528;0
Apartamento;Barra da Tijuca;2;2;2;147;6000.0;2550;5327
Apartamento;Ipanema;1;0;0;50;3500.0;379;88
Apartamento;Botafogo;2;1;2;84;4230.0;1140;202
Apartamento;Guadalupe;1;1;1;45;800.0;250;0
Casa de Condomínio;Recreio dos Bandeirantes;5;2;5;400;8500.0;1000;480
Apartamento;Ipanema;3;1;1;110;6900.0;1400;300
Apartamento;Botafogo;2;0;0;80;2200.0;1000;124
Casa;Recreio dos Bandeirantes;4;4;2;258;4800.0;350;0
Apartamento;Barra da Tijuca;2;1;1;90;2400.0;1300;195
Apartamento;Engenho de Dentro;3;1;1;76;1100.0;617;135
Apartamento;Ipanema;2;1;0;83;4500.0;1200;130
Apartamento;Copacabana;3;1;0;114;2500.0;1515;287
Apartamento;Ipanema;2;1;1;125;6500.0;1550;290
Apartamento;Copacabana;1;1;1;130;10000.0;1200;0
Apartamento;Copacabana;2;1;0;70;2500.0;704;160
Apartamento;Leme;4;1;2;320;9500.0;1800;500
Apartamento;Leblon;2;0;0;65;3200.0;900;160
Apartamento;Copacabana;3;1;1;100;2900.0;1100;215
Apartamento;Recreio dos Bandeirantes;2;2;1;71;1800.0;658;0
Apartamento;Jardim Botânico;3;1;0;98;3900.0;1000;127
Quitinete;Centro;0;0;0;40;1200.0;474;0
Apartamento;Barra da Tijuca;2;1;1;68;2800.0;750;160
Apartamento;Laranjeiras;3;1;1;105;2500.0;1156;216
Apartamento;Leblon;3;1;1;150;7500.0;2500;379
Apartamento;Copacabana;1;1;0;55;2400.0;1766;147
Apartamento;Recreio dos Bandeirantes;4;2;4;300;5000.0;1450;3454
Apartamento;Leblon;2;0;0;40;3200.0;572;0
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1500.0;690;0
Casa;Vargem Pequena;4;1;1;141;2500.0;400;250
Apartamento;Braz de Pina;2;0;0;80;900.0;332;0
Apartamento;Barra da Tijuca;2;2;1;115;8000.0;1800;0
Apartamento;Barra da Tijuca;3;1;1;120;4500.0;1200;0
Apartamento;Recreio dos Bandeirantes;3;3;1;120;2950.0;833;2738
Casa;Pechincha;4;4;1;275;4500.0;0;2104
Apartamento;Copacabana;3;1;0;95;3000.0;1100;0
Casa;Jacarepaguá;2;2;0;80;2000.0;0;0
Apartamento;Recreio dos Bandeirantes;2;3;2;195;3100.0;900;450
Apartamento;Cascadura;2;0;0;54;800.0;276;0
Apartamento;Ipanema;3;1;0;128;6300.0;1300;280
Apartamento;Copacabana;2;0;0;80;3500.0;1200;119
Apartamento;Lagoa;3;1;1;117;5500.0;1000;456
Apartamento;Barra da Tijuca;1;1;0;68;1800.0;1354;299
Apartamento;Copacabana;4;1;2;300;4000.0;1350;390
Apartamento;Copacabana;1;0;0;40;2600.0;605;253
Apartamento;Tijuca;2;1;0;75;1500.0;430;0
Apartamento;Santa Cruz;2;1;0;59;690.0;110;0
Apartamento;Vaz Lobo;3;1;1;140;1200.0;400;0
Apartamento;Barra da Tijuca;4;3;1;170;4200.0;2500;364
Apartamento;Ipanema;1;1;0;80;2700.0;800;80
Flat;Ipanema;1;1;0;60;6500.0;0;0
Apartamento;Lagoa;3;1;1;105;4200.0;1242;0
Apartamento;Leblon;2;0;0;94;2400.0;793;178
Apartamento;Barra da Tijuca;3;2;1;134;10000.0;2500;500
Apartamento;Jardim Botânico;4;2;1;250;10000.0;1800;0
Apartamento;Ipanema;3;3;1;170;8500.0;2355;410
Apartamento;Barra da Tijuca;2;2;1;105;6000.0;2450;0
Apartamento;Leblon;4;2;2;180;7000.0;1800;733
Apartamento;Santa Teresa;3;0;0;100;2100.0;370;150
Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600;300
